Amount,CBK,hour,day_of_week,card_txn_count
224.0,0,11,0,1
120.0,0,23,1,1
55.0,0,17,6,1
78.4,0,21,3,4
49.5,0,21,3,1
58.78,0,17,1,1
156.8,0,11,0,1
145.6,0,22,4,1
67.2,0,17,6,1
172.5,0,21,4,1
15.0,0,11,1,2
462.0,0,15,4,1
25.0,0,19,3,1
10.0,0,17,2,2
110.0,0,20,6,1
630.0,0,10,0,1
99.0,0,16,4,1
264.0,0,16,2,1
67.2,0,22,6,1
110.0,0,23,1,1
140.0,0,13,4,1
92.0,1,23,4,1
20.0,0,8,1,1
137.5,0,9,3,1
88.0,0,23,2,1
92.0,0,20,5,1
99.0,0,17,3,1
44.0,0,22,5,1
46.0,0,21,1,2
154.0,0,7,2,3
55.0,0,19,3,1
15.0,0,17,5,2
145.6,0,20,3,3
78.4,0,11,1,1
268.8,0,0,4,1
63.16,0,10,6,1
80.5,0,10,4,1
336.0,0,20,4,1
34.33,0,21,4,1
190.4,0,13,0,1
165.0,0,10,4,1
10.0,0,0,6,1
23.0,0,20,2,2
78.4,0,17,0,1
69.0,0,11,4,1
55.0,0,15,5,3
57.5,0,13,1,2
73.34,0,7,2,1
95.2,1,17,5,3
46.0,0,13,4,1
31.05,0,23,5,1
88.0,0,9,3,2
34.5,0,12,4,1
154.0,0,15,4,1
112.0,0,12,0,1
83.0,0,18,2,1
104.5,0,14,4,3
10.0,0,17,3,1
126.5,1,9,4,8
69.0,0,22,2,1
184.0,0,7,5,1
352.0,0,15,3,1
77.0,0,19,3,1
10.0,0,22,3,1
78.4,0,10,1,1
67.2,0,21,6,1
154.0,0,21,4,3
34.5,0,15,5,1
143.0,0,18,5,1
13.0,0,17,3,1
35.53,0,18,5,6
154.0,0,12,3,1
390.5,0,21,3,2
34.5,0,9,4,1
165.0,0,21,2,1
34.5,0,23,4,1
20.0,0,15,4,1
40.0,0,18,5,3
143.0,0,0,6,2
82.5,1,11,3,4
78.4,0,15,4,1
154.0,0,1,4,2
20.0,0,15,2,1
218.5,0,19,4,1
154.0,0,12,1,1
66.0,0,23,6,1
15.0,0,17,1,1
220.0,0,11,1,1
66.0,0,12,0,1
172.5,0,1,4,1
35.0,0,10,2,1
220.0,0,23,2,1
201.25,0,18,0,1
41.19,0,20,0,1
200.0,0,18,4,1
198.0,0,13,4,1
154.0,0,22,0,1
184.0,0,22,2,1
112.0,0,20,0,1
20.0,0,10,2,1
132.0,1,15,4,5
103.5,0,14,2,1
62.69,0,11,3,1
187.0,0,22,1,1
172.5,0,8,2,1
78.4,0,8,1,1
62.1,0,12,5,1
170.0,0,22,2,1
143.0,0,10,0,2
112.0,0,13,1,1
49.5,0,22,6,1
45.2,0,15,2,1
99.0,0,8,4,1
145.6,1,1,3,5
104.5,0,12,0,1
154.0,0,10,4,1
143.0,0,6,4,1
20.0,0,11,1,1
172.5,1,23,2,8
37.8,0,21,0,1
154.0,0,16,3,1
33.0,0,11,0,2
89.6,0,12,0,2
105.0,0,17,3,1
168.0,0,1,5,1
78.4,0,14,4,1
121.0,0,21,2,1
145.6,0,16,4,1
92.0,0,15,4,1
89.6,0,10,1,1
302.4,0,17,0,1
25.0,0,11,1,1
39.07,0,15,1,7
132.0,0,19,3,1
20.0,0,15,0,1
67.2,0,21,0,1
132.25,0,18,0,1
46.0,0,14,3,1
92.0,0,11,4,1
218.5,0,0,3,1
154.0,0,14,4,1
165.0,0,23,3,1
33.0,0,12,3,3
10.0,0,14,1,1
192.5,0,17,3,2
242.0,0,9,3,1
224.0,0,20,6,1
216.0,0,13,3,1
201.6,0,14,3,1
672.0,0,0,5,2
17.24,1,6,2,10
96.0,0,13,1,1
184.0,0,18,4,1
99.0,0,13,4,2
15.0,0,19,2,1
440.0,0,17,1,2
66.0,0,20,4,1
23.0,0,14,2,3
34.5,0,10,4,1
44.0,0,20,5,2
99.0,0,18,2,1
92.0,0,19,3,1
89.6,0,20,1,1
112.0,0,23,0,1
24.0,0,18,1,1
154.0,0,9,1,1
30.0,0,13,6,1
20.0,0,10,4,1
23.0,0,23,3,3
69.0,0,16,3,1
166.0,0,14,1,2
49.5,0,13,0,1
99.0,0,19,4,1
112.0,0,13,5,1
110.0,0,18,2,1
345.5,0,18,1,2
242.0,0,17,2,1
78.4,0,13,1,1
45.2,0,22,6,1
99.0,0,10,4,1
25.0,0,12,4,1
154.0,0,13,1,1
73.07,0,15,4,1
179.2,0,11,0,1
495.0,1,16,4,1
29.34,0,13,3,1
36.66,0,14,4,1
31.59,0,14,0,1
44.0,0,14,2,3
110.0,0,19,0,1
78.4,0,13,5,2
154.0,0,17,1,1
50.0,0,11,0,1
154.0,0,13,3,1
50.0,0,0,2,1
55.0,0,17,4,1
99.0,0,16,4,1
209.0,0,6,0,1
25.0,0,13,5,1
46.0,1,12,4,10
43.0,0,15,3,1
31.05,0,22,3,2
134.4,0,15,0,1
110.0,0,1,4,1
10.0,0,17,1,1
10.0,0,19,2,1
132.0,0,1,5,2
121.0,0,13,2,1
330.0,0,18,3,1
143.0,0,15,4,1
145.6,0,21,4,3
154.0,0,15,0,1
360.0,0,19,5,2
104.5,0,16,4,3
110.0,0,14,4,1
115.5,0,10,3,1
92.0,0,6,1,1
112.0,0,0,2,3
77.0,0,12,1,1
268.8,0,11,0,1
100.8,0,9,0,3
112.0,0,7,3,1
10.0,0,10,1,1
88.0,0,19,1,1
10.0,0,8,3,1
103.5,0,15,2,1
66.0,0,15,1,1
78.4,0,8,0,1
154.0,0,22,0,2
154.0,0,6,3,1
20.0,0,11,1,1
112.0,0,23,4,2
143.0,0,14,1,1
25.0,0,10,5,1
57.5,0,18,2,1
132.0,0,14,4,1
78.4,0,10,1,2
57.5,0,10,4,1
5.0,0,12,1,1
154.0,0,15,3,1
352.0,0,15,1,2
69.0,0,19,5,1
257.6,0,10,5,2
81.0,0,20,4,1
92.0,0,19,2,1
224.0,0,11,0,2
132.0,0,18,0,1
67.2,0,17,4,1
176.0,0,15,2,2
172.5,0,21,3,4
250.0,0,14,4,1
336.0,0,22,4,1
537.6,1,22,3,1
154.0,0,20,2,1
69.0,0,13,3,2
121.0,0,16,2,1
345.0,0,21,4,1
268.8,0,18,2,1
15.0,0,20,3,1
201.6,0,12,4,1
121.0,0,19,3,4
77.0,0,15,5,2
99.0,0,13,4,1
23.0,0,15,2,2
138.0,0,14,4,1
99.0,0,13,3,1
33.0,0,16,3,1
55.0,0,17,6,1
35.0,0,21,5,2
16.5,0,21,4,3
154.0,0,17,3,5
172.5,0,14,4,3
132.0,0,14,4,1
104.5,0,10,0,1
69.0,0,13,0,1
156.8,0,11,3,2
99.0,0,22,3,1
99.0,0,13,4,2
103.5,0,18,4,1
103.5,0,18,4,1
117.6,0,23,1,1
84.0,0,22,1,1
154.0,0,15,3,1
123.3,0,23,2,1
124.2,0,21,4,1
67.2,0,18,3,1
46.0,0,22,3,1
49.5,0,15,0,1
145.6,0,14,0,1
67.2,0,17,5,3
70.0,0,14,5,1
20.0,0,10,6,1
40.0,0,22,4,1
104.5,0,12,4,1
89.6,0,16,4,1
134.4,0,13,0,2
104.5,0,7,0,1
207.0,0,10,2,1
198.0,0,20,4,1
143.0,0,21,0,1
34.5,0,13,4,1
89.6,0,0,4,2
44.8,0,19,1,2
92.0,0,17,0,1
112.0,0,11,6,2
35.0,0,18,4,1
66.0,1,17,4,3
150.0,0,18,4,1
99.0,0,13,3,1
187.0,0,17,1,2
16.5,0,22,5,2
143.0,0,22,0,1
187.0,0,15,0,1
138.0,0,16,5,1
258.5,0,1,1,1
112.0,0,12,0,2
35.53,0,17,5,2
112.0,1,21,1,5
30.0,0,22,5,1
92.0,0,14,0,2
122.81,0,19,4,1
34.48,0,20,5,2
20.0,0,22,2,1
84.0,0,16,3,1
69.0,0,17,2,1
88.0,0,21,3,1
286.0,0,20,0,1
46.0,0,19,1,2
132.25,0,19,0,1
89.6,0,14,1,1
110.0,0,15,4,1
66.0,0,23,4,1
23.0,0,14,4,1
69.0,0,13,4,2
103.5,0,11,1,1
5.0,0,17,0,1
112.0,0,22,6,2
138.0,0,18,6,2
77.0,1,16,1,8
145.6,0,11,4,1
80.5,0,22,4,1
165.0,0,15,3,1
67.2,0,22,0,1
154.0,0,22,0,2
154.0,0,19,1,1
99.0,0,13,4,1
80.5,0,19,0,1
78.4,0,11,1,1
104.5,0,14,3,1
33.0,0,14,3,1
154.0,0,13,4,1
165.0,1,14,5,4
132.0,0,17,2,3
369.9,0,17,2,1
46.0,0,12,4,1
123.2,0,14,5,2
112.0,0,19,0,1
89.6,0,17,3,2
92.0,0,15,4,1
242.0,0,22,4,1
35.0,0,12,4,1
250.0,0,17,4,2
88.0,0,11,4,2
235.2,0,10,3,1
23.0,0,21,4,1
112.0,0,18,3,2
154.0,0,14,3,1
69.0,0,12,3,1
132.25,0,21,0,1
154.0,0,19,3,1
70.0,0,21,3,1
15.0,0,21,5,1
72.0,0,22,5,2
30.0,0,12,0,1
30.0,0,16,1,1
176.0,0,10,4,1
156.8,0,14,1,1
55.0,0,19,1,1
132.0,0,23,4,1
60.0,0,10,4,3
104.5,0,22,0,1
20.12,0,15,1,7
49.5,0,0,1,1
123.3,0,11,3,1
396.0,0,0,3,1
123.3,0,18,4,1
250.0,1,16,6,20
44.8,0,15,0,2
34.33,0,12,0,1
49.5,0,9,5,1
121.0,0,11,3,1
100.8,0,10,3,1
67.2,0,19,2,2
78.4,0,10,3,2
121.0,0,18,2,1
198.0,0,18,3,1
154.0,0,19,3,2
145.6,0,17,2,1
55.0,0,0,4,1
89.6,0,12,0,2
34.5,0,16,5,1
5.0,0,20,4,1
69.0,0,11,4,1
31.59,0,14,1,1
86.86,0,16,4,2
99.0,0,18,4,1
99.0,0,18,3,1
201.25,0,18,0,1
55.0,0,1,4,1
10.0,0,16,1,1
154.0,0,8,1,1
46.0,0,13,3,1
34.5,0,8,2,1
154.0,0,13,3,1
84.0,0,15,3,1
92.0,0,16,4,2
99.0,0,22,3,3
275.0,0,16,5,2
445.5,0,23,6,2
92.0,0,16,4,2
77.0,0,23,6,1
31.05,0,14,1,1
80.5,0,20,6,2
10.0,0,11,3,1
23.0,0,21,4,1
250.0,1,16,6,20
104.13,0,22,2,1
15.0,0,18,5,2
10.0,0,19,1,2
224.0,0,11,0,1
55.0,0,13,4,1
291.2,0,20,4,1
23.35,0,14,4,2
46.0,0,3,6,1
165.0,0,11,0,1
322.0,0,11,0,1
440.0,0,20,4,1
99.0,0,21,4,1
154.0,0,16,2,1
80.5,0,13,0,1
110.0,1,11,3,4
440.0,0,23,4,1
46.0,0,14,1,1
104.5,0,18,4,1
80.5,0,19,3,1
148.5,0,10,0,1
121.0,0,9,2,2
115.0,0,11,0,1
154.0,0,17,4,1
201.25,0,18,0,1
104.5,0,17,2,1
190.4,0,15,5,1
156.8,0,11,1,1
121.0,0,22,4,1
46.0,1,15,0,8
165.0,0,0,3,1
36.66,0,1,5,2
250.0,1,16,6,20
31.59,0,13,3,1
27.5,0,16,2,1
92.0,0,10,4,1
148.5,0,22,6,1
25.0,0,19,5,2
132.0,0,22,3,1
154.0,0,11,4,1
78.4,0,20,2,3
201.6,0,0,5,4
33.0,0,18,5,1
89.6,0,12,0,1
46.69,0,14,4,1
92.0,0,14,1,1
154.0,0,16,4,1
22.65,0,13,0,2
73.34,0,21,6,1
172.5,0,16,4,1
77.0,0,18,3,5
78.4,0,19,0,1
132.0,0,16,4,1
46.0,0,15,2,2
34.5,0,18,2,1
88.0,0,21,2,1
46.0,0,16,4,1
35.53,0,13,3,1
123.3,0,7,4,1
92.0,0,17,5,5
31.05,0,11,2,1
88.0,0,23,4,1
138.0,0,16,4,1
69.0,0,17,4,1
78.4,0,15,0,1
111.65,0,6,2,1
132.0,0,9,2,1
184.0,0,17,4,1
56.0,0,14,2,1
49.63,0,12,1,1
145.6,0,20,4,1
44.8,0,21,0,2
66.0,0,17,5,1
268.8,0,14,0,1
15.0,0,15,2,1
110.0,0,23,1,1
88.0,0,23,6,1
140.0,0,11,4,1
26.45,0,14,2,1
34.5,0,15,2,1
112.0,0,11,0,1
154.0,0,12,1,1
112.0,0,21,1,1
20.0,0,22,4,1
20.0,0,12,5,1
154.0,0,9,2,2
120.0,0,11,3,1
104.5,0,22,3,2
132.0,0,20,4,1
46.0,0,22,1,1
154.0,0,7,1,1
110.0,0,15,0,1
46.69,0,13,2,1
300.0,0,17,4,1
46.0,0,10,2,1
176.0,0,22,5,1
89.6,0,17,2,1
154.0,0,1,3,1
89.6,0,18,2,2
190.4,0,21,5,2
99.0,0,13,5,1
110.0,0,18,3,3
110.0,0,19,1,1
132.0,0,21,3,1
20.0,0,15,4,2
78.4,0,16,2,2
308.0,0,10,4,2
89.6,0,21,0,2
201.6,0,20,2,1
72.8,0,22,2,1
112.0,0,21,0,1
34.5,0,18,4,2
123.3,0,13,0,2
132.25,0,10,1,1
112.0,0,22,0,1
172.5,1,19,3,2
84.0,0,20,2,1
55.0,0,10,0,1
81.71,0,18,6,1
403.2,0,18,1,1
143.0,0,19,6,1
100.0,0,20,5,2
46.0,0,0,4,1
154.0,0,19,0,1
88.0,0,19,2,1
88.0,0,14,4,2
129.6,0,20,1,1
66.0,1,17,4,5
132.0,0,9,2,1
336.0,0,17,4,1
67.2,0,14,3,1
99.0,0,13,1,1
99.0,0,8,2,2
66.0,0,19,5,1
99.0,0,17,4,1
70.0,0,14,6,4
176.0,0,13,4,1
120.0,0,16,2,1
165.0,0,19,2,1
140.0,0,19,5,2
168.0,0,13,6,2
121.0,0,10,1,1
66.0,0,20,5,2
36.66,0,16,4,1
46.0,0,15,4,1
154.0,0,20,2,1
231.0,0,19,4,1
134.4,0,10,1,1
10.0,0,11,5,1
104.5,0,10,4,2
46.0,0,12,3,4
34.5,0,15,5,2
154.0,0,23,3,1
34.5,0,10,3,1
2756.0,0,14,3,2
112.0,0,15,1,1
209.0,0,15,4,3
22.65,1,1,1,3
115.0,0,13,4,1
132.0,0,21,2,1
70.0,0,19,5,2
179.2,0,13,5,1
138.0,0,15,2,1
123.2,1,17,5,3
156.8,0,20,3,1
176.0,0,18,0,1
154.0,0,9,2,1
154.0,0,11,0,1
46.0,1,15,4,4
330.0,0,0,2,1
198.0,0,7,4,2
297.0,0,18,6,2
53.0,0,23,0,1
112.0,0,22,2,5
165.0,0,18,6,1
220.0,0,13,4,1
143.0,0,15,5,1
190.4,0,11,5,1
5.0,0,13,5,1
10.0,0,20,2,2
138.0,0,16,1,2
30.0,0,17,5,1
78.4,0,9,3,1
69.0,0,12,4,2
23.0,0,17,3,1
132.25,0,18,0,1
78.4,0,11,1,2
69.0,0,18,4,1
198.0,0,9,2,1
27.5,0,21,2,2
143.0,0,21,1,1
46.0,1,13,3,3
224.0,0,18,0,1
75.6,0,15,2,1
143.0,0,18,5,1
515.2,0,14,2,2
18.34,0,21,1,1
23.0,0,20,5,1
286.0,0,12,6,1
207.0,0,13,0,1
15.0,0,12,4,1
132.25,0,20,0,1
297.0,0,22,4,1
110.0,0,10,4,1
66.0,0,17,2,2
313.6,0,13,1,2
110.0,0,23,1,1
175.0,0,14,4,1
172.5,0,19,2,1
99.0,0,15,5,2
88.0,0,22,3,3
77.0,0,1,3,1
112.0,0,19,0,1
69.0,0,9,3,1
15.0,0,19,6,1
60.0,0,19,6,1
830.0,0,10,0,1
72.8,0,10,4,1
184.0,0,13,6,1
69.0,0,22,1,1
80.5,0,13,0,1
31.59,0,17,3,1
48.72,0,22,2,1
145.6,0,8,4,1
99.0,0,9,3,2
88.0,0,21,6,1
172.5,0,10,3,1
110.0,1,11,3,4
179.2,0,23,2,1
30.45,0,14,1,1
106.4,0,12,3,1
23.0,0,23,3,1
23.0,0,15,5,2
172.75,0,22,2,1
17.51,0,17,3,3
82.5,0,23,2,1
10.0,0,18,5,1
38.5,0,16,1,1
143.0,0,15,5,1
66.0,0,15,2,2
132.0,0,13,4,1
23.0,0,13,1,1
176.0,0,10,3,1
110.0,0,14,2,1
10.0,0,17,0,1
168.0,0,22,4,1
34.5,0,10,1,1
69.0,0,0,4,1
132.0,0,15,0,1
34.5,0,14,6,2
138.0,0,17,2,1
34.5,0,17,4,1
110.0,0,17,4,1
115.0,0,11,3,1
67.2,0,13,4,1
304.75,1,16,1,3
660.0,0,11,5,1
154.0,0,17,0,1
31.59,0,14,6,1
67.2,0,18,5,2
78.4,0,18,1,1
59.99,0,21,3,1
99.0,0,20,1,1
15.0,0,17,5,1
190.4,0,12,0,1
29.34,0,23,1,1
313.6,0,0,3,1
57.5,0,12,4,1
37.6,0,17,4,1
138.0,0,18,1,1
23.0,0,20,3,1
176.0,1,11,4,1
112.0,0,15,0,1
138.0,0,16,2,1
235.2,0,16,2,1
60.0,0,1,2,1
89.6,0,13,0,1
46.0,1,12,4,10
55.0,0,22,0,1
57.5,0,18,1,1
16.5,0,17,4,1
132.0,0,8,1,1
44.0,0,15,2,1
99.0,0,2,5,1
143.0,0,17,4,1
99.0,0,23,3,2
10.0,0,12,0,1
264.0,0,18,4,1
241.5,0,10,2,1
280.0,0,22,0,1
154.0,0,12,0,2
143.0,0,12,5,1
20.0,0,20,5,1
33.0,0,17,5,2
110.0,1,12,5,6
134.4,0,21,1,2
70.0,0,9,5,1
1908.0,0,19,3,1
23.0,0,20,4,1
148.5,0,23,6,1
138.0,0,16,2,1
172.5,1,21,4,1
44.8,0,18,2,1
46.0,0,21,2,1
15.0,0,17,5,2
77.0,1,19,0,1
286.0,0,20,3,1
20.0,0,19,6,2
88.0,0,7,4,1
121.0,0,23,0,1
10.0,0,16,1,1
154.0,0,20,1,1
99.0,0,12,4,1
176.0,0,21,3,1
630.0,0,11,0,1
112.0,0,22,4,1
257.6,0,12,1,1
156.8,0,23,0,1
154.0,0,14,2,1
154.0,0,13,3,2
23.0,0,18,6,1
99.0,0,20,3,1
70.0,0,14,4,1
62.1,0,21,0,1
156.8,0,10,3,1
190.4,0,13,3,5
209.0,0,19,1,1
27.5,0,19,0,1
179.2,0,18,1,1
99.0,0,1,5,2
23.0,0,11,0,1
187.0,0,10,4,2
57.5,1,15,3,6
69.0,0,8,1,1
78.4,0,14,0,1
121.0,0,18,2,3
154.0,0,20,2,1
201.6,0,18,4,1
1030.4,0,17,6,1
154.0,0,15,4,1
57.5,0,15,1,1
308.0,0,14,0,1
100.8,1,18,5,1
112.0,0,23,0,1
66.0,0,19,5,1
48.0,0,20,6,2
104.5,0,9,4,1
121.0,0,10,5,1
99.0,1,20,3,2
605.0,0,16,4,1
268.8,0,11,5,1
246.4,0,16,5,1
77.0,0,21,5,1
27.5,0,13,3,2
308.0,0,16,4,3
280.0,0,19,2,1
154.0,0,19,1,2
132.0,0,18,2,1
89.6,0,19,5,2
36.66,0,20,2,1
77.0,0,11,1,1
110.0,0,22,4,1
224.0,0,11,0,1
34.5,0,19,5,6
89.6,0,9,4,1
16.5,0,18,2,1
175.0,0,22,2,1
274.38,0,20,5,1
33.0,0,12,5,1
92.0,0,15,4,1
46.0,1,12,4,10
308.0,0,18,4,1
37.77,0,12,1,1
34.5,0,18,5,1
104.5,0,16,6,1
25.0,0,10,1,1
110.0,1,13,5,20
630.0,0,11,0,1
121.0,0,18,4,1
220.0,1,11,6,1
104.5,0,13,3,1
55.0,0,10,5,1
10.0,0,19,3,1
78.4,0,11,0,1
168.0,0,11,4,2
36.54,0,15,2,1
55.0,0,11,3,1
92.0,0,0,4,1
99.0,0,12,3,1
66.0,1,6,2,10
69.0,0,23,3,1
132.0,0,10,2,2
33.0,0,20,5,1
132.25,0,18,0,1
630.0,0,23,0,1
121.0,0,23,3,1
33.0,0,13,4,1
20.0,0,19,5,2
88.0,0,14,2,1
77.0,0,16,4,2
57.46,0,17,2,1
46.0,0,17,4,6
156.8,0,15,5,2
88.0,0,15,2,1
187.0,0,10,0,1
67.2,0,17,0,2
110.0,0,13,4,1
55.0,0,20,0,2
440.0,0,16,3,1
1320.0,0,16,0,1
110.0,0,16,1,2
80.5,0,22,6,1
20.0,0,17,4,1
126.0,0,12,1,1
154.0,0,18,4,1
675.0,0,13,1,1
45.2,0,20,6,3
121.0,0,15,4,2
172.5,0,8,3,1
176.0,0,21,3,1
57.5,1,14,4,2
69.0,0,13,3,1
110.0,0,15,2,2
20.0,0,1,3,1
308.0,0,22,2,1
89.6,0,22,4,1
77.0,0,22,3,1
95.2,1,15,5,15
55.0,0,19,1,4
62.1,0,23,4,1
88.0,0,16,3,2
104.5,0,14,4,1
132.0,0,15,4,1
27.5,0,18,1,1
20.0,0,18,0,1
46.0,0,13,1,1
297.0,0,8,3,1
345.0,0,16,4,1
89.6,0,12,0,3
148.5,0,23,6,1
207.0,1,12,0,2
77.0,0,17,3,2
105.0,0,16,1,1
34.5,0,20,5,2
179.2,0,20,3,1
99.0,0,16,4,1
172.5,0,21,6,3
55.0,0,2,1,1
26.45,0,14,2,1
16.5,0,22,5,2
44.0,0,15,4,1
5.0,0,10,1,2
69.0,0,13,2,1
77.0,0,21,3,1
403.2,0,22,3,1
132.0,0,23,3,1
112.0,1,23,2,6
115.5,0,10,3,2
138.0,0,11,2,1
88.0,0,16,4,2
132.25,0,10,1,2
143.0,0,16,4,1
143.0,0,12,6,1
187.0,0,9,2,1
95.2,1,16,5,4
138.0,0,11,2,1
330.0,0,18,2,1
99.0,0,20,4,2
69.0,0,20,2,1
20.0,0,20,1,1
20.0,0,13,0,1
80.5,0,20,4,1
575.0,0,22,0,1
201.6,0,9,3,1
43.0,0,16,1,1
23.0,0,10,5,1
145.6,1,1,3,5
55.0,0,16,4,3
224.0,0,15,5,1
99.0,0,19,3,1
78.4,0,20,0,1
69.0,0,17,4,1
34.5,0,14,5,1
67.2,0,19,5,1
34.5,0,1,4,2
92.0,0,14,3,1
154.0,0,20,3,1
92.0,0,11,3,1
88.0,0,11,3,1
336.0,0,18,2,1
110.0,0,17,4,1
69.0,0,12,4,1
23.0,0,15,6,2
308.0,0,13,4,1
34.5,0,22,0,1
78.4,0,14,0,3
16.5,0,13,3,2
75.6,0,16,0,1
44.8,0,23,0,4
92.0,0,19,0,2
15.0,0,17,3,1
54.0,0,18,2,2
34.5,0,17,5,3
39.48,0,17,4,1
291.5,0,11,3,1
20.0,0,0,6,1
10.0,0,12,5,1
92.0,0,22,0,1
172.5,0,19,4,1
24.71,0,12,2,2
110.0,0,17,1,2
161.0,0,13,0,1
132.0,0,15,4,1
49.5,0,15,1,1
78.4,0,1,1,1
49.5,0,19,0,1
104.5,0,15,3,1
138.0,0,17,2,1
84.0,0,14,3,1
80.5,0,14,0,3
85.0,0,15,4,1
176.0,0,10,3,1
184.0,0,22,0,1
220.0,0,23,2,1
78.4,0,20,0,1
145.6,0,14,3,1
46.0,0,19,4,1
20.0,0,12,4,1
165.0,0,21,4,1
78.4,0,14,0,1
242.0,0,18,2,1
89.6,0,22,3,3
112.0,0,20,0,2
115.0,0,15,4,1
220.0,0,20,0,1
70.0,0,13,3,1
336.0,0,21,4,1
143.0,0,19,4,2
537.6,0,9,4,4
154.0,0,11,2,1
352.0,0,19,1,1
36.66,0,12,3,1
78.4,0,21,0,1
95.2,0,0,2,3
43.7,0,13,0,1
172.5,1,23,2,8
88.0,0,18,3,1
62.1,0,12,2,1
184.0,0,10,6,1
138.0,0,20,1,1
115.0,0,20,1,1
352.0,0,15,2,2
1320.0,0,19,5,1
57.5,1,15,1,6
92.0,0,9,5,1
228.0,0,2,5,1
69.0,0,14,2,1
88.0,0,10,0,2
228.37,0,23,4,1
46.0,0,20,3,1
55.0,0,23,0,1
46.0,1,17,3,4
308.0,0,13,1,1
45.2,0,19,0,2
132.0,0,2,5,1
18.34,0,18,3,2
308.0,0,18,4,1
121.0,0,10,3,1
78.4,0,15,2,2
44.0,0,12,4,1
121.0,0,22,2,1
69.0,0,13,1,1
345.5,0,17,2,1
49.5,0,22,3,2
165.0,0,16,0,1
264.0,0,17,2,3
172.5,0,23,3,1
123.2,0,21,2,1
313.6,0,13,2,1
168.0,0,19,1,1
220.0,0,11,3,1
143.0,0,12,5,2
70.0,0,18,4,1
15.0,0,0,5,1
89.6,0,2,4,1
630.0,0,10,0,1
134.4,0,12,1,3
88.0,0,15,4,1
92.0,0,13,4,1
132.0,0,22,0,1
92.0,0,23,6,1
37.42,0,18,1,1
168.0,0,19,6,3
110.0,0,15,0,1
5.0,0,10,6,1
78.4,0,13,0,2
154.0,0,15,3,2
92.0,0,23,2,1
154.0,0,14,1,1
286.0,0,15,4,1
92.0,0,17,1,1
154.0,0,14,1,2
57.5,0,19,0,1
44.0,0,16,3,1
20.0,0,14,6,1
89.6,0,20,4,1
46.69,0,11,4,1
198.0,0,9,2,1
69.0,0,21,2,1
10.0,0,21,5,2
143.0,0,23,3,1
99.0,0,2,3,2
16.5,0,19,3,1
103.5,0,14,4,1
121.0,0,19,3,4
16.5,0,20,0,1
250.0,0,13,0,1
34.5,0,12,4,1
95.0,0,15,5,2
104.5,0,19,6,1
23.0,0,13,4,1
78.4,0,12,2,1
40.5,0,11,2,1
44.8,0,13,0,1
132.0,0,17,4,3
99.0,0,20,4,3
115.5,0,10,3,2
230.0,0,19,2,1
132.0,0,14,5,1
40.0,0,18,5,3
172.5,1,15,4,20
240.0,0,13,2,1
276.0,0,13,2,1
104.5,0,18,0,1
258.5,0,20,1,1
55.0,0,19,1,2
132.0,0,9,4,1
268.8,0,15,3,2
20.0,0,11,1,1
20.0,0,9,3,2
99.0,0,11,3,3
73.07,0,12,0,1
134.4,0,13,2,1
16.5,0,12,3,2
132.0,0,19,3,1
89.6,0,16,1,1
154.0,0,10,2,1
176.0,0,20,3,1
880.0,0,14,3,2
66.0,0,15,3,1
630.0,0,10,0,1
148.5,0,20,6,1
66.0,0,18,0,1
154.0,0,17,0,4
115.0,0,16,4,1
143.0,0,1,5,1
187.0,0,21,2,1
19.74,0,20,6,1
117.6,0,10,3,1
70.03,0,9,0,1
103.5,0,10,2,1
99.0,0,17,4,1
46.69,0,12,4,1
115.0,0,18,6,1
34.5,0,10,3,1
156.8,1,5,3,1
110.0,0,22,1,1
16.5,0,9,1,2
36.0,0,16,5,2
88.0,0,9,3,1
27.5,0,19,0,1
345.0,0,22,4,3
55.0,0,20,4,1
33.0,0,17,5,1
23.0,0,19,3,2
91.35,0,23,4,1
156.8,0,12,6,1
224.0,0,23,1,2
1060.0,0,18,3,1
69.0,0,9,5,1
120.75,0,13,3,2
78.4,0,14,4,2
88.0,0,18,4,2
92.0,0,17,2,1
99.0,0,16,3,1
20.0,0,21,3,1
77.0,0,22,1,3
308.0,0,15,3,2
134.4,0,14,2,1
39.07,1,16,1,8
176.0,0,10,3,1
82.5,0,22,2,1
10.0,0,17,1,1
28.75,0,0,5,2
134.4,0,11,0,1
112.0,0,17,6,3
78.4,0,9,1,2
39.07,1,19,0,7
110.0,0,15,2,1
40.0,0,9,4,1
46.0,0,13,1,1
440.0,0,18,4,1
112.0,0,17,0,2
34.5,0,15,0,1
156.8,0,15,5,1
55.0,0,21,4,1
121.0,0,13,4,1
286.0,0,10,0,2
77.0,0,22,3,1
92.0,0,15,3,1
143.0,0,16,6,1
121.0,0,9,4,1
69.0,0,23,0,2
33.0,0,21,4,1
16.5,0,10,5,1
220.0,0,13,2,1
23.0,0,21,2,1
154.0,0,8,4,2
154.0,0,20,0,1
60.0,0,8,1,1
275.0,0,14,5,1
56.0,0,17,3,2
60.0,0,12,1,1
231.0,0,9,2,1
10.0,0,8,5,1
63.46,0,12,6,1
143.0,0,19,2,1
31.59,0,14,4,1
78.4,0,11,3,3
62.1,0,14,1,1
132.0,0,13,4,1
55.0,0,18,1,2
104.5,0,11,3,3
190.4,1,23,6,10
156.8,0,14,0,3
104.5,0,14,1,1
124.2,0,13,4,1
10.0,0,10,2,1
34.5,0,19,0,1
