Amount,CBK,hour,day_of_week,card_txn_count
110.0,1,16,0,12
99.0,0,17,3,1
77.0,0,10,4,2
70.0,0,11,1,2
57.5,0,16,6,1
440.0,0,11,4,2
132.0,0,22,4,1
134.4,0,22,2,1
69.0,0,19,3,1
67.2,0,15,0,2
100.8,0,16,3,1
16.5,0,17,5,1
112.0,0,19,1,2
172.75,0,13,3,3
70.03,0,15,3,1
31.05,0,10,3,1
78.4,0,14,0,1
250.0,1,16,6,20
89.6,0,0,1,1
69.0,0,0,3,1
176.0,0,17,4,1
112.0,0,1,2,3
100.8,0,23,6,1
88.0,0,11,5,1
49.5,0,23,1,1
112.0,0,23,6,1
102.6,0,10,0,1
23.35,0,19,3,1
46.0,0,12,4,1
99.0,0,17,4,1
143.0,0,14,1,1
240.0,0,11,2,1
220.0,0,18,2,1
91.35,0,14,4,1
33.0,0,22,4,1
830.0,0,10,0,2
264.0,0,11,3,2
250.0,0,18,1,1
134.4,0,12,0,1
154.0,0,14,0,2
172.75,0,14,2,1
176.0,0,13,1,1
34.5,0,10,2,3
172.75,0,9,2,1
69.0,0,15,5,1
145.6,0,19,4,2
126.5,0,20,1,1
23.0,0,12,1,1
89.6,0,15,6,2
99.0,0,18,4,1
280.8,0,10,4,1
100.8,0,15,2,1
88.0,0,14,4,1
46.69,0,20,0,1
62.1,0,16,4,1
30.0,0,10,5,1
190.4,1,17,3,2
92.0,0,17,5,5
138.0,0,20,6,1
484.0,1,0,4,3
190.4,0,22,2,1
150.0,0,16,4,1
30.0,0,12,3,1
46.0,0,23,3,1
143.0,0,14,1,2
198.0,0,21,3,3
46.0,0,8,0,1
88.0,0,21,2,2
105.0,0,23,4,1
34.5,0,23,3,1
84.0,0,10,1,1
66.0,0,22,2,1
148.3,0,14,5,1
87.54,0,18,1,1
72.0,0,9,3,2
154.0,0,14,0,1
224.0,0,12,6,1
15.0,0,14,5,2
99.0,0,20,3,3
55.0,0,9,4,1
49.5,0,20,1,1
78.4,0,16,2,1
55.0,0,10,0,1
209.0,0,9,0,1
235.2,0,1,5,1
297.0,0,9,2,1
99.0,0,17,4,1
78.96,0,23,2,1
440.0,0,17,0,1
100.8,0,12,4,1
172.5,0,14,4,3
198.0,0,1,5,1
99.0,0,21,4,1
207.0,0,19,2,6
250.0,1,16,6,20
55.0,0,6,4,1
123.2,0,16,5,1
154.0,0,16,4,1
121.0,0,12,3,1
156.8,0,14,0,2
80.5,0,20,0,1
172.5,0,23,6,1
308.0,0,11,0,1
34.5,0,22,0,1
112.0,0,12,0,1
77.0,0,19,3,1
112.0,0,21,1,1
220.0,0,23,6,1
104.5,0,20,2,1
55.0,0,20,4,3
57.5,0,9,2,1
88.0,0,21,3,1
44.0,0,9,2,2
132.0,0,15,3,1
172.5,0,16,4,3
132.0,0,19,4,4
121.0,0,20,2,1
264.0,0,19,4,1
112.0,0,9,2,1
143.0,0,20,1,1
1260.0,0,10,0,1
34.5,0,18,3,1
104.5,0,23,0,1
45.2,0,23,6,1
110.0,0,11,3,1
69.0,0,15,1,1
99.0,0,10,4,1
132.25,0,21,0,1
100.8,0,12,5,5
132.0,0,19,4,1
143.0,0,10,5,1
89.6,0,21,6,1
96.42,0,20,5,2
179.2,0,9,0,1
104.5,0,17,0,2
138.0,0,11,2,1
154.0,0,14,1,1
75.52,0,20,0,2
88.0,0,18,3,1
70.0,0,23,2,1
145.6,0,21,4,1
104.5,0,14,4,3
55.0,0,22,0,1
207.0,1,16,2,3
99.0,0,19,3,1
220.0,0,17,4,1
20.0,0,23,1,1
49.5,0,13,3,1
121.0,0,22,3,2
220.0,0,22,4,2
78.4,0,12,5,1
88.0,0,15,3,5
140.07,0,18,0,1
69.0,0,15,4,1
20.0,0,13,6,2
34.5,0,21,3,2
44.8,0,13,0,1
99.0,0,20,1,1
92.0,0,12,4,1
336.0,0,12,0,1
77.0,0,20,3,2
402.5,0,21,4,1
308.0,0,23,0,4
72.0,0,13,1,1
18.34,0,16,3,1
224.0,0,23,2,1
99.0,0,14,4,1
144.0,0,15,4,1
143.0,0,16,6,1
168.0,0,9,2,1
10.0,0,11,5,1
46.43,0,18,1,1
260.0,0,9,4,1
110.0,0,20,4,1
46.0,0,16,1,2
190.4,0,10,3,2
99.0,0,22,4,1
112.0,0,19,2,1
126.5,1,9,4,8
134.4,0,19,5,1
336.0,0,20,0,1
34.5,0,19,5,4
330.0,1,15,4,1
99.0,0,18,4,1
10.0,0,9,0,1
24.03,0,17,6,1
69.0,0,16,4,1
55.0,0,19,2,1
77.0,0,21,0,4
23.0,0,20,6,1
161.0,0,20,3,1
192.5,0,13,3,2
506.0,1,23,1,5
88.0,1,11,5,1
80.0,0,12,6,2
46.0,0,22,2,2
88.0,0,17,4,1
168.0,0,1,5,2
156.8,0,15,5,1
5.0,0,13,1,2
57.5,0,15,4,1
27.5,0,12,3,1
69.0,0,15,4,1
154.0,0,16,0,1
257.6,0,14,2,1
241.5,0,15,3,1
69.0,0,19,3,2
374.0,0,9,2,1
57.5,0,11,1,1
10.0,0,9,1,1
304.75,0,15,1,2
99.0,0,9,4,1
44.0,0,16,0,2
38.5,0,18,3,1
154.0,0,0,2,2
66.0,0,12,4,2
103.5,0,10,2,2
20.0,0,12,1,1
78.4,0,6,1,1
78.4,0,18,0,2
99.0,0,21,3,1
172.5,0,17,3,1
253.0,0,9,0,1
88.0,0,21,2,1
106.4,0,21,0,1
45.0,0,21,4,1
123.2,1,16,5,9
33.0,0,22,3,1
560.0,0,15,1,1
20.0,0,8,1,1
88.0,0,3,4,3
46.0,0,23,3,1
224.0,0,23,6,1
100.8,0,21,0,1
224.0,0,14,1,1
830.0,0,16,0,1
55.0,0,23,1,1
368.0,0,17,0,1
134.4,0,8,3,2
154.0,0,11,2,1
78.4,0,7,1,2
38.5,0,22,0,1
92.0,0,20,0,1
67.2,0,20,6,3
209.0,0,12,2,1
67.2,0,6,0,1
160.0,1,0,4,2
99.0,0,10,2,1
104.5,0,19,1,1
77.0,0,22,5,2
34.5,0,20,2,1
308.0,0,14,4,1
88.0,0,0,1,2
418.0,1,3,5,5
20.0,0,12,0,1
13.99,1,6,2,10
20.0,0,10,3,1
43.42,0,19,5,2
55.0,0,17,4,3
154.0,0,22,3,1
123.3,0,20,5,1
49.5,0,7,5,1
154.0,0,17,0,1
264.0,0,21,4,1
33.0,0,17,4,1
110.0,0,18,1,1
99.0,0,19,2,1
190.4,0,17,2,3
138.0,0,22,5,1
132.25,0,18,0,1
132.0,0,12,3,1
308.0,0,16,4,1
154.0,0,21,3,2
89.6,0,8,0,1
132.25,0,20,0,1
257.6,0,9,1,4
380.8,0,23,0,1
10.0,0,20,5,2
10.0,0,11,1,1
23.0,0,11,5,2
172.5,0,20,2,1
110.0,0,21,6,1
30.0,0,14,4,1
126.5,1,9,4,8
30.0,0,11,6,1
440.0,0,10,3,1
154.0,0,19,3,1
66.0,0,20,6,1
36.66,0,9,6,2
20.0,0,11,1,1
330.0,1,16,3,2
360.0,1,22,3,5
100.8,0,19,1,1
103.5,0,12,6,1
34.5,0,16,4,1
34.5,0,12,3,2
46.0,0,19,1,1
172.5,0,15,4,2
57.5,0,10,1,2
154.0,0,16,2,1
172.5,0,21,4,1
69.0,0,23,2,2
33.0,0,22,4,1
275.0,0,17,0,2
45.0,0,18,4,1
88.0,0,12,4,1
154.0,0,15,2,2
198.0,0,19,5,1
156.8,0,17,0,1
190.4,1,16,4,20
34.5,0,1,4,3
88.0,0,13,4,3
92.0,0,12,1,1
5.0,0,19,4,2
187.0,0,9,2,1
180.0,1,22,3,5
66.0,0,17,1,1
209.0,0,18,4,1
143.0,0,13,0,2
104.5,0,14,4,1
38.5,0,1,2,2
154.0,1,13,4,4
121.0,0,14,4,2
84.0,0,10,0,1
104.5,0,19,6,1
115.0,0,11,2,1
104.5,0,14,0,3
15.0,0,15,0,1
224.0,0,16,0,2
57.5,0,19,0,1
89.6,0,15,4,1
112.0,1,11,3,3
478.5,0,9,4,1
112.0,0,12,0,1
154.0,0,8,1,1
132.0,0,14,3,1
34.5,0,15,3,2
264.0,0,19,1,1
110.0,0,9,4,1
396.0,0,15,6,1
330.0,1,19,4,1
10.0,0,8,4,1
92.0,0,12,1,1
99.0,0,17,3,1
93.15,0,10,4,1
201.6,0,13,4,2
156.8,0,12,0,1
477.5,0,19,0,1
77.0,0,18,4,1
156.8,0,11,0,1
25.0,0,17,3,1
44.0,0,21,2,1
18.88,0,11,5,1
15.0,0,14,5,2
10.0,0,13,2,1
313.6,0,19,1,1
132.0,0,8,4,1
154.0,0,0,4,2
418.0,1,15,5,3
23.0,0,12,4,1
17.24,1,2,1,3
70.03,0,19,3,2
80.5,0,17,4,1
259.2,0,17,6,1
92.0,0,14,3,1
161.0,0,11,5,1
105.0,0,15,5,2
31.59,0,14,2,1
69.0,0,20,5,1
93.15,0,20,6,1
95.2,0,18,1,2
132.0,0,9,2,1
132.25,0,21,1,1
190.4,0,22,6,1
46.0,0,14,4,1
403.2,0,19,4,2
78.4,0,23,1,1
201.25,0,21,0,1
156.8,0,10,5,1
89.6,0,13,0,1
89.6,0,12,0,1
112.0,0,14,0,1
201.25,1,22,0,4
103.5,0,17,2,1
34.5,0,17,5,1
110.0,0,23,5,1
35.53,0,18,5,6
15.0,0,12,6,1
112.0,0,8,1,1
46.0,0,16,4,1
103.5,0,14,2,1
73.34,0,18,5,1
46.0,0,11,4,2
99.0,0,9,3,1
39.07,1,16,1,8
112.0,0,20,0,1
20.0,0,11,1,1
190.4,0,13,3,5
172.5,1,15,4,20
55.0,0,22,1,1
104.5,0,6,2,1
46.0,0,17,4,1
31.05,0,15,5,1
207.0,0,21,2,1
110.0,0,20,5,2
48.0,0,13,2,2
60.0,0,20,2,3
57.5,0,15,4,1
43.0,0,15,5,2
55.0,0,21,2,1
153.0,1,6,2,10
103.5,0,14,2,1
69.0,0,17,5,3
462.0,0,11,1,1
506.0,0,18,0,2
201.25,0,18,0,1
99.0,0,9,3,3
89.6,0,23,2,1
62.1,0,14,0,1
100.8,0,16,0,1
10.0,0,10,5,1
112.0,0,22,1,3
26.5,0,15,4,1
88.0,0,16,3,3
126.5,0,10,2,1
302.4,0,13,5,1
70.4,0,17,1,1
115.0,0,14,1,1
115.0,0,22,6,1
246.6,0,14,1,2
168.0,0,1,5,1
15.0,0,23,2,1
89.6,0,23,1,1
35.0,0,15,4,1
80.5,0,20,0,1
190.4,0,12,0,1
154.0,0,22,0,1
99.0,0,11,4,1
20.0,0,9,0,1
143.0,0,22,3,1
80.5,0,13,4,1
67.2,0,15,5,2
55.0,0,23,3,1
55.0,0,11,3,2
15.0,0,13,0,1
72.0,0,14,1,2
78.4,0,21,2,1
165.0,0,17,4,1
207.0,1,17,5,2
117.6,0,15,5,1
92.0,0,11,3,1
172.5,0,22,4,2
126.5,0,15,5,2
80.5,0,10,3,2
138.0,0,15,1,1
121.0,0,14,4,1
168.0,0,18,0,1
92.0,0,9,1,1
134.4,0,20,2,1
440.0,1,23,0,12
88.0,0,21,3,1
172.54,0,21,2,1
49.5,0,18,1,1
112.0,0,8,3,1
69.0,0,19,5,2
84.0,0,17,5,1
110.0,0,13,0,3
55.0,0,0,4,4
154.0,0,13,2,5
156.8,0,20,4,2
104.5,0,22,3,1
31.59,0,10,0,1
115.5,0,11,2,1
121.0,0,17,2,3
99.0,0,16,5,2
143.0,0,13,0,1
78.4,0,11,1,1
23.0,0,13,4,2
180.0,0,21,2,1
138.0,0,16,4,1
143.0,0,18,1,1
121.0,0,14,4,2
20.0,0,0,4,1
46.0,0,17,3,2
83.0,0,8,1,1
69.0,0,19,6,1
46.0,0,16,2,1
52.5,0,20,4,1
15.0,0,10,5,1
101.49,0,9,5,1
34.5,0,13,4,1
165.0,0,15,2,1
92.0,0,23,0,1
198.0,0,23,3,1
465.0,0,17,1,1
20.0,0,10,4,1
209.0,0,17,1,1
172.5,0,14,3,1
88.0,0,12,3,1
70.0,0,17,3,4
122.81,0,22,3,2
55.0,0,19,1,1
112.0,0,19,0,2
69.0,0,9,1,1
34.5,0,12,4,1
286.0,0,17,0,1
92.0,0,15,1,1
92.0,0,17,4,1
156.8,0,16,2,1
49.5,0,10,3,1
280.0,1,21,3,3
201.6,0,11,2,1
89.6,0,17,6,1
99.0,0,20,1,1
132.0,0,19,4,4
89.6,0,12,1,1
308.0,0,17,4,1
77.0,0,20,4,1
15.0,0,21,2,1
352.0,0,22,2,1
69.0,0,12,3,2
310.5,0,15,2,1
23.0,0,0,4,1
87.54,0,21,1,2
77.0,0,19,3,2
89.6,0,14,2,1
172.75,0,18,0,1
180.0,0,12,5,1
308.0,0,16,4,1
201.25,0,20,0,1
195.5,0,14,3,1
360.0,1,19,5,2
84.0,0,17,5,2
46.0,0,17,5,2
112.0,0,20,4,2
35.0,0,18,3,1
360.0,1,16,5,3
34.5,0,19,4,3
180.0,0,11,3,1
143.0,0,13,0,1
89.6,0,23,3,1
448.0,0,18,4,2
184.0,0,13,6,1
5.0,0,11,6,1
308.0,0,21,0,1
34.5,0,18,5,2
110.0,0,17,4,1
190.4,0,16,0,1
172.5,1,23,2,8
34.5,0,20,2,1
132.0,0,23,3,1
10.0,0,14,2,1
34.5,0,21,3,1
143.0,0,18,3,1
60.89,0,11,5,2
34.5,0,20,5,2
132.0,0,12,2,1
78.4,0,21,0,1
156.8,0,15,3,2
414.4,0,22,6,1
99.0,0,14,4,1
134.4,0,13,1,3
38.5,0,16,5,1
27.5,0,20,1,1
154.0,0,21,2,2
89.6,0,15,5,3
216.0,0,10,3,1
28.0,0,12,2,1
46.69,0,13,0,2
308.0,0,22,3,2
1460.0,0,19,0,1
69.0,0,19,5,2
560.0,0,21,2,1
100.8,0,17,5,1
176.0,0,16,3,2
304.75,1,23,0,12
115.0,0,10,3,1
23.35,0,17,3,1
15.0,0,20,5,2
143.0,0,20,4,1
154.0,0,16,4,1
110.0,0,17,0,1
23.0,0,22,2,1
313.5,0,10,2,1
77.0,0,12,3,1
38.5,0,17,0,1
134.4,0,11,3,1
99.0,0,13,5,3
166.0,0,13,1,3
308.0,0,14,4,1
10.0,0,15,2,1
220.0,0,17,1,2
46.0,0,20,3,1
110.0,0,17,4,1
440.0,1,21,2,8
630.0,0,20,0,2
23.0,0,18,3,1
99.0,0,11,4,3
104.5,0,21,3,1
154.0,0,15,0,1
440.0,0,12,5,1
44.8,0,12,0,1
414.0,0,11,2,1
156.8,0,11,1,1
100.8,0,18,3,1
67.2,0,22,6,2
190.4,1,15,2,5
56.0,0,11,1,1
150.72,0,1,4,1
154.0,0,20,0,1
848.0,0,14,3,2
10.0,0,14,5,3
154.0,0,18,4,1
78.4,0,18,0,1
46.0,0,10,3,1
99.0,0,15,4,2
77.0,0,13,4,1
168.0,0,19,3,1
264.5,0,15,1,1
99.0,0,15,1,1
123.2,0,15,3,1
115.0,0,16,2,1
176.0,0,10,3,1
143.0,0,10,5,2
34.5,0,16,0,1
46.0,0,12,0,1
99.0,0,13,4,1
264.5,0,22,0,1
360.0,1,16,5,3
77.0,0,14,4,1
15.0,0,23,5,2
418.0,0,21,5,1
156.8,0,12,1,1
132.25,0,10,1,2
143.0,0,14,4,1
132.0,0,18,4,1
145.6,0,11,4,1
104.5,0,21,3,1
115.0,0,10,2,1
23.0,0,17,2,4
100.8,0,12,5,1
39.07,0,13,0,1
30.45,1,22,1,5
132.25,0,10,1,2
143.0,0,15,2,1
92.0,0,23,0,1
165.0,1,14,5,4
46.69,0,16,4,1
55.0,0,8,4,1
462.0,0,9,3,1
110.0,0,23,4,1
274.38,0,12,3,1
20.0,0,17,1,1
66.0,0,17,4,1
154.0,0,22,5,2
69.0,0,19,2,1
138.0,0,13,2,1
154.0,0,14,0,1
275.0,0,19,4,2
148.5,0,21,6,1
46.0,1,16,3,3
20.0,0,8,4,1
104.5,0,13,0,1
100.8,0,12,4,1
16.5,0,14,4,1
156.8,0,18,1,1
172.5,0,14,4,1
224.0,0,21,0,2
20.0,0,23,5,1
84.0,0,16,4,1
148.5,0,10,0,2
154.0,0,13,4,1
176.0,0,0,3,1
103.5,0,9,3,1
132.0,0,11,3,1
154.0,0,21,0,2
154.0,0,21,2,2
34.5,0,12,4,1
34.5,0,9,1,1
77.0,0,21,6,1
100.8,0,20,2,1
230.0,0,13,1,1
18.34,0,20,4,4
16.5,0,17,5,2
78.4,0,8,2,2
78.4,0,13,3,1
56.0,0,21,2,2
172.5,0,21,4,1
184.0,0,14,3,1
220.0,0,23,4,1
209.0,0,19,3,1
154.0,0,16,2,1
143.0,0,15,5,1
99.0,0,22,2,1
56.0,0,17,6,1
154.0,0,23,0,2
97.75,0,22,1,1
49.5,0,17,3,2
504.0,0,14,3,1
166.0,0,11,2,1
67.2,0,23,1,1
34.5,0,17,1,5
88.0,0,19,1,1
78.4,0,10,0,1
88.0,0,9,5,1
330.0,0,17,4,1
190.4,0,14,5,2
104.5,0,7,1,1
198.0,0,20,3,1
100.8,0,0,4,1
46.0,0,3,2,1
220.0,0,21,3,1
132.0,0,18,4,1
154.0,0,15,5,1
5.0,0,16,5,3
46.0,0,13,4,1
78.4,0,18,1,1
176.0,0,21,1,1
16.5,0,15,2,3
46.69,0,11,4,1
34.5,0,15,5,1
100.0,0,20,5,2
201.6,0,0,5,1
123.3,0,21,4,1
165.0,0,0,4,1
235.2,0,10,1,1
92.0,0,21,1,1
143.0,0,3,0,1
88.0,0,16,4,1
121.0,0,13,3,3
224.0,0,23,3,1
100.8,0,18,0,1
110.0,0,14,2,2
143.0,0,17,0,2
138.0,0,17,2,1
25.0,0,20,4,1
220.0,0,18,1,1
154.0,0,17,0,1
27.63,0,13,0,2
154.0,0,17,4,1
132.0,0,13,4,1
336.0,0,11,4,3
46.69,0,15,2,1
84.0,0,17,5,1
138.0,0,20,5,1
30.0,0,15,2,1
140.0,0,20,4,1
15.0,0,11,6,1
99.0,0,12,5,1
275.0,0,15,5,1
20.0,0,11,1,1
88.0,0,10,4,1
308.0,0,22,1,2
69.0,0,13,4,1
48.0,0,21,0,1
55.0,0,20,3,1
198.0,0,2,5,1
308.0,0,10,4,2
92.0,0,3,4,2
132.0,0,12,4,1
46.0,0,15,4,1
46.0,1,15,4,4
495.0,0,23,3,1
170.0,0,9,0,2
207.0,0,12,2,3
46.0,1,14,3,4
88.0,0,18,3,2
16.5,0,21,5,1
190.4,0,12,4,1
34.5,0,16,1,2
143.0,0,17,6,1
99.0,0,8,4,1
15.0,0,11,3,1
23.0,0,13,4,1
34.5,0,14,1,1
13.5,0,13,4,1
103.5,0,13,3,1
121.0,0,16,3,1
144.0,0,16,3,1
440.0,0,14,3,2
336.0,0,13,5,2
154.0,0,13,4,3
180.0,0,14,1,1
96.0,0,13,2,2
20.0,0,10,6,1
154.0,0,18,3,1
89.6,0,21,3,1
29.18,0,14,4,1
120.75,0,13,3,2
40.22,1,19,0,8
143.0,0,20,2,1
138.0,0,18,4,1
27.0,0,15,4,2
253.0,0,17,4,1
168.0,0,20,1,1
20.0,0,22,4,1
110.0,0,11,2,2
99.0,0,16,5,2
154.0,0,1,2,1
35.0,0,8,4,1
224.0,0,13,3,2
52.5,0,17,5,1
46.0,0,19,3,1
66.0,0,0,2,1
143.0,0,11,1,1
104.5,0,13,3,1
48.0,0,22,6,1
77.0,0,11,4,1
46.69,0,14,0,1
82.4,0,18,4,1
84.0,0,23,4,1
67.2,0,19,4,1
23.0,0,0,4,2
143.0,0,12,5,1
132.0,0,20,3,1
104.5,0,21,6,1
20.0,0,10,0,2
518.25,0,21,2,1
69.0,0,16,0,1
132.0,0,19,4,4
78.4,0,13,5,3
31.05,0,0,2,2
23.0,0,0,6,2
172.5,0,18,2,1
33.0,0,9,1,1
134.4,0,19,6,1
70.03,0,13,4,1
15.0,0,17,5,1
374.0,0,14,1,1
15.0,0,14,0,1
179.2,0,10,0,1
80.5,0,19,6,1
156.8,0,11,2,1
138.0,0,8,5,1
77.0,0,21,3,2
49.5,0,9,1,1
145.6,0,14,2,1
352.0,0,21,4,1
120.75,0,14,3,1
201.6,0,14,0,1
99.0,0,16,3,1
31.59,0,8,3,2
154.0,0,18,2,1
77.0,0,22,2,1
154.0,0,18,4,1
30.45,0,17,5,1
110.0,0,22,3,2
25.0,0,10,4,1
154.0,0,16,4,3
20.0,0,23,5,1
100.0,0,11,4,1
34.5,0,19,5,2
104.5,0,10,4,1
134.4,0,11,4,2
100.8,0,10,1,1
165.0,0,22,4,1
44.8,0,7,2,1
46.0,0,15,4,1
16.5,0,20,3,1
50.0,0,22,2,1
198.0,0,9,4,2
330.0,0,15,1,1
88.0,0,9,4,1
88.0,0,22,3,1
123.2,0,14,4,1
548.8,0,13,2,2
58.36,0,19,1,1
360.0,1,19,5,2
15.0,0,16,4,1
201.6,0,20,2,1
179.2,0,22,1,1
46.0,1,13,3,4
49.5,0,16,6,1
69.0,0,15,4,3
49.5,0,18,3,2
560.0,0,8,3,2
198.0,0,10,4,1
46.0,0,23,2,1
154.0,0,12,1,1
121.0,0,19,3,1
62.1,0,10,5,1
46.0,0,21,4,1
80.5,0,22,2,1
143.0,0,7,3,1
352.0,0,16,0,2
154.0,0,22,3,1
134.4,1,16,0,15
30.45,0,15,1,3
75.6,0,13,5,1
132.0,0,18,1,1
121.0,0,19,4,1
44.8,0,16,1,1
121.0,0,21,3,1
15.0,0,7,5,1
100.8,0,11,4,1
49.5,0,22,2,1
286.0,0,17,2,1
13.99,0,19,1,8
132.0,0,22,4,1
138.0,0,13,2,1
138.0,0,22,0,1
143.0,0,23,6,1
134.4,1,16,0,15
20.0,0,12,0,1
46.0,0,11,6,2
5.0,0,11,3,1
235.2,0,15,0,1
80.5,0,22,2,1
89.6,0,21,6,2
172.5,0,19,4,2
154.0,0,17,4,1
73.07,0,20,4,1
132.0,0,10,2,1
67.2,0,21,1,2
78.4,0,19,0,1
88.0,0,15,3,1
172.5,0,20,4,1
253.0,0,18,4,1
77.0,0,20,3,1
99.0,0,1,5,2
34.5,0,9,5,1
154.0,0,17,4,1
34.5,0,15,3,1
106.0,0,18,5,2
165.0,0,15,4,1
179.2,0,18,0,1
77.0,0,17,4,1
403.2,0,20,2,1
179.2,0,7,2,1
308.0,0,12,3,1
154.0,0,15,1,1
154.0,0,18,4,2
275.0,0,17,0,2
56.0,0,23,0,2
121.0,0,8,4,3
92.0,0,13,0,2
209.0,1,15,5,3
35.0,0,12,2,1
77.0,0,15,1,1
121.0,0,17,2,1
46.0,0,11,4,3
10.0,0,9,5,1
15.0,0,14,2,1
207.0,0,9,1,1
37.42,0,19,1,8
50.75,0,10,4,1
10.0,0,20,5,1
69.0,0,19,5,1
336.0,0,20,4,1
201.6,0,13,3,2
630.0,0,16,0,2
345.0,0,20,2,1
154.0,0,18,4,1
69.0,0,15,4,1
184.0,0,18,3,1
36.66,0,0,3,1
57.5,1,15,2,4
55.0,0,18,1,2
176.0,0,20,1,1
23.0,0,13,1,1
99.0,0,19,2,2
46.0,0,19,0,2
101.49,0,7,2,1
25.0,0,12,1,2
46.0,0,0,4,2
201.25,0,18,0,1
252.11,0,13,5,1
69.0,0,15,3,1
89.6,0,23,6,1
99.0,0,0,1,2
77.0,0,12,3,1
286.0,0,16,4,1
16.5,0,15,5,1
184.0,0,10,1,1
23.0,0,21,5,1
154.0,0,14,2,1
84.0,0,16,6,1
231.0,0,17,3,2
351.68,0,13,0,1
242.0,0,0,4,3
154.0,0,14,0,1
154.0,0,14,4,1
49.5,0,22,3,2
78.4,0,21,0,1
60.0,0,19,5,1
148.5,0,19,6,1
44.0,0,21,0,1
165.0,0,22,6,1
45.2,0,22,6,5
145.6,0,16,3,1
172.5,0,23,3,2
143.0,0,11,3,1
138.0,0,22,0,3
69.0,0,18,3,1
55.0,0,2,5,1
95.34,0,17,1,1
80.5,0,20,0,1
179.2,0,11,1,1
143.0,0,18,0,1
88.0,0,8,4,1
46.0,0,19,3,1
121.0,0,8,3,3
154.0,0,11,1,1
67.2,0,13,3,2
145.6,0,9,4,1
250.0,0,16,4,1
123.3,0,15,1,1
22.0,0,13,3,2
154.0,0,9,1,1
896.0,0,15,4,3
34.5,0,16,3,1
89.6,0,21,0,2
187.0,0,13,4,1
120.0,1,0,4,2
154.0,0,17,3,1
132.0,0,17,4,3
89.6,0,21,1,1
172.5,0,14,3,1
99.0,0,14,5,2
336.0,0,14,0,1
134.4,0,13,0,1
67.2,0,11,3,2
49.5,0,8,1,2
56.0,0,11,2,2
216.0,0,20,2,1
360.0,0,17,0,1
231.0,0,17,4,1
115.5,0,10,3,2
132.25,0,21,0,1
134.4,0,22,2,1
95.2,0,14,5,1
138.0,0,10,4,1
517.5,1,15,5,5
92.0,0,12,0,2
70.0,0,1,5,1
16.5,0,18,2,1
143.0,0,0,2,2
154.0,0,19,0,3
176.0,0,10,3,1
220.0,0,14,4,1
168.0,0,19,1,1
138.0,0,18,1,1
77.0,0,11,1,1
132.0,0,22,0,1
57.5,1,19,3,4
16.5,0,22,1,1
330.0,0,9,2,1
143.0,0,14,0,2
78.4,0,8,1,1
119.98,0,0,4,1
15.0,0,22,2,1
172.5,0,22,4,1
179.2,0,16,5,2
132.0,0,18,2,1
203.92,0,19,1,5
336.0,0,19,4,1
66.0,0,13,5,1
63.25,0,15,2,2
77.0,0,22,3,1
20.0,0,23,4,1
231.0,0,9,2,1
34.5,0,11,3,1
55.0,0,12,1,1
109.61,0,23,4,1
89.6,0,17,3,1
34.5,1,22,0,4
78.4,0,17,0,1
99.0,0,18,4,1
220.0,0,21,3,1
55.82,0,20,3,1
95.2,1,16,5,4
132.25,0,18,0,1
170.0,0,14,0,1
134.4,0,14,0,1
392.0,0,14,3,1
112.0,0,19,5,3
86.27,0,20,2,3
10.0,0,11,6,1
143.0,0,15,2,1
2.1,0,18,3,2
46.69,0,9,1,1
123.2,1,17,5,3
44.8,0,13,0,1
110.0,0,19,3,1
830.0,0,10,0,1
132.0,0,1,5,1
143.0,0,13,4,1
99.0,0,20,2,1
60.0,0,8,4,1
112.0,0,22,4,1
57.5,0,13,4,1
99.0,0,13,5,3
46.0,0,20,0,1
264.5,0,21,0,1
110.0,0,17,4,1
35.01,0,10,2,1
638.0,0,12,5,1
88.0,0,19,5,2
112.0,0,9,3,1
176.0,0,18,4,1
168.0,0,10,5,1
308.0,0,17,4,1
231.0,0,12,4,2
10.0,0,10,3,1
154.0,0,12,1,1
336.0,0,16,4,2
92.0,0,17,1,2
132.0,0,19,1,1
55.0,0,21,1,6
138.0,0,15,2,2
115.5,0,10,3,1
28.0,0,15,3,1
132.0,0,21,3,3
112.0,0,16,0,1
35.23,0,18,0,1
100.8,0,10,0,1
201.25,0,19,0,1
201.6,0,9,4,1
198.0,0,14,4,1
36.66,0,18,6,1
70.0,0,18,5,4
145.6,0,18,1,2
15.0,0,7,1,1
112.4,0,12,2,1
46.69,0,12,6,1
140.0,0,13,6,1
112.0,0,16,1,1
230.0,0,14,4,2
89.6,0,21,0,1
132.0,0,21,4,2
78.4,0,19,2,5
31.05,0,19,3,1
69.0,0,20,4,1
80.5,0,20,0,1
156.8,0,20,3,2
132.25,0,19,0,2
36.66,0,19,2,1
55.0,0,14,4,1
92.0,0,11,4,1
99.0,0,11,3,1
345.5,0,13,2,1
132.0,0,9,2,1
132.0,0,6,5,1
99.0,0,9,2,1
50.75,0,13,5,1
134.4,0,20,5,1
308.0,0,12,0,1
224.0,0,17,3,1
246.6,0,15,6,1
154.0,1,13,4,4
15.0,0,7,4,1
70.0,0,12,5,1
414.4,0,19,0,1
110.0,1,21,2,5
132.25,0,9,1,2
34.5,0,18,4,1
10.0,0,12,4,1
112.0,0,16,0,1
20.0,0,23,5,1
80.5,0,13,4,2
103.5,0,13,1,1
36.54,0,0,4,1
23.0,0,21,1,2
207.0,0,8,0,1
